Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.08991E-4,15.250020055,0.134793105,0.160218797,0.089285714,0
1.10821E-4,15.502769525,0.136894621,0.157931377,0.089285714,0
1.13007E-4,15.760500294,0.139397677,0.155643958,0.089285714,0
1.14675E-4,16.010378322,0.141302069,0.153455992,0.089285714,0
1.16303E-4,16.252891078,0.143156961,0.151367479,0.089285714,0
1.19134E-4,16.511822718,0.14637286,0.149179513,0.089285714,0
1.21223E-4,16.752624458,0.148739282,0.147190453,0.089285714,0
1.2401E-4,17.010144759,0.151885,0.145101939,0.089285714,0
1.26196E-4,17.260661253,0.154343933,0.143112879,0.089285714,0
1.27549E-4,17.501718419,0.155862643,0.141223272,0.089285714,0
1.29718E-4,17.75918691,0.158291418,0.139234212,0.089285714,0
1.32163E-4,18.007882831,0.161020587,0.137344605,0.089285714,0
1.34608E-4,18.260924779,0.163741746,0.135454998,0.089285714,0
1.36745E-4,18.505152867,0.166111884,0.133664843,0.089285714,0
1.38253E-4,18.752725322,0.167780705,0.131874689,0.089285714,0
1.39395E-4,19.002547705,0.169042814,0.130084535,0.089285714,0
1.41429E-4,19.255697097,0.171284814,0.128294381,0.089285714,0
1.45487E-4,19.514346365,0.175739786,0.126504227,0.089285714,0
1.47644E-4,19.763576998,0.178098822,0.124813526,0.089285714,0
1.49734E-4,20.001472672,0.180377712,0.123222277,0.089285714,0
1.51081E-4,20.257070682,0.18184281,0.121531576,0.089285714,0
1.5367E-4,20.500624808,0.18465147,0.119940328,0.089285714,0
1.56137E-4,20.763983411,0.18731962,0.118249627,0.089285714,0
1.57624E-4,21.015348298,0.188923595,0.116658379,0.089285714,0
1.60166E-4,21.254235613,0.191658016,0.115166584,0.089285714,0
1.62628E-4,21.512345926,0.194297403,0.113575336,0.089285714,0
1.65067E-4,21.757983776,0.196903216,0.112083541,0.089285714,0
1.68152E-4,22.007996095,0.200187576,0.110591745,0.089285714,0
1.7008E-4,22.26179042,0.202234227,0.10909995,0.089285714,0
1.73186E-4,22.502451986,0.205518259,0.107707608,0.089285714,0
1.74881E-4,22.763514619,0.207305268,0.106215813,0.089285714,0
1.77167E-4,23.009954423,0.209709229,0.104823471,0.089285714,0
1.81198E-4,23.261030158,0.213929722,0.103431129,0.089285714,0
1.84077E-4,23.516969949,0.216930576,0.102038787,0.089285714,0
1.86089E-4,23.757626556,0.219020629,0.100745898,0.089285714,0
1.87806E-4,24.000755302,0.220799559,0.099453008,0.089285714,0
1.91648E-4,24.266116716,0.224767184,0.098060666,0.089285714,0
1.94436E-4,24.517281253,0.227632788,0.096767777,0.089285714,0
1.95904E-4,24.751648812,0.229137747,0.095574341,0.089285714,0
1.98408E-4,25.008159153,0.23169696,0.094281452,0.089285714,0
2.00224E-4,25.267333727,0.233548999,0.092988563,0.089285714,0
2.02327E-4,25.508734133,0.235686905,0.091795127,0.089285714,0
2.04896E-4,25.753034761,0.238290985,0.090601691,0.089285714,0
2.06895E-4,26.000273205,0.240310556,0.089408255,0.089285714,0
2.09432E-4,26.27082413,0.242866699,0.088115365,0.089285714,0
2.11847E-4,26.502393219,0.245292161,0.087021382,0.107142857,0
2.1413E-4,26.758203168,0.247577178,0.085827946,0.107142857,0
2.17359E-4,27.0173762,0.25079832,0.08463451,0.125,0
2.19422E-4,27.257840072,0.252848897,0.083540527,0.125,0
2.22345E-4,27.500665939,0.255744195,0.082446544,0.125,0
2.25595E-4,27.769398313,0.258950616,0.081253108,0.125,0
2.29405E-4,28.019848405,0.262691178,0.080159125,0.125,0
2.33746E-4,28.251431289,0.266930771,0.079164595,0.125,0
2.36084E-4,28.51004236,0.269204123,0.078070612,0.125,0
2.38757E-4,28.771099649,0.271795014,0.076976629,0.125,0
2.4323E-4,29.011880088,0.276108724,0.075982098,0.125,0
2.45194E-4,29.256155666,0.277995483,0.074987568,0.142857143,0
2.47997E-4,29.503338164,0.280679064,0.073993038,0.142857143,0
2.52406E-4,29.75408286,0.284879677,0.072998508,0.142857143,0
2.55425E-4,30.008016908,0.287741501,0.072003978,0.142857143,0
2.57463E-4,30.264315218,0.289667632,0.071009448,0.142857143,0
2.61782E-4,30.524514255,0.293731466,0.070014918,0.142857143,0
2.65186E-4,30.761793465,0.296918127,0.069119841,0.142857143,0
2.68266E-4,31.00196117,0.299788957,0.068224764,0.142857143,0
2.71636E-4,31.272129033,0.302916178,0.067230234,0.142857143,0
2.76844E-4,31.518987671,0.30772293,0.066335157,0.142857143,0
2.79619E-4,31.769356404,0.310270106,0.06544008,0.142857143,0
2.83441E-4,32.022901999,0.313762679,0.064545002,0.142857143,0
2.84937E-4,32.250084309,0.315125184,0.063749378,0.142857143,0
2.87955E-4,32.508115751,0.317865593,0.062854301,0.142857143,0
2.92298E-4,32.769187419,0.321789707,0.061959224,0.142857143,0
2.94361E-4,33.003755009,0.323646386,0.0611636,0.142857143,0
2.97918E-4,33.269592438,0.32683475,0.060268523,0.142857143,0
3.01397E-4,33.509310139,0.329938726,0.059472899,0.142857143,0
3.05484E-4,33.752158646,0.333566395,0.058677275,0.142857143,0
3.08215E-4,34.028461869,0.335980115,0.057782198,0.142857143,0
3.11581E-4,34.276531517,0.338942171,0.056986574,0.142857143,0
3.14815E-4,34.527124514,0.341776118,0.05619095,0.142857143,0
3.16833E-4,34.779892382,0.343538429,0.055395326,0.142857143,0
3.20813E-4,35.002937244,0.347000535,0.054699155,0.142857143,0
3.24985E-4,35.26191431,0.350609043,0.053903531,0.142857143,0
3.27555E-4,35.523092877,0.352822178,0.053107907,0.142857143,0
3.3145E-4,35.753611558,0.356162287,0.052411735,0.142857143,0
3.34036E-4,36.019747087,0.358370604,0.051616111,0.142857143,0
3.39861E-4,36.255825285,0.363316016,0.05091994,0.142857143,0
3.42757E-4,36.528447828,0.365761047,0.050124316,0.142857143,0
3.49129E-4,36.7711929,0.371106854,0.049428145,0.160714286,0
3.53055E-4,37.017086439,0.374378765,0.048731974,0.160714286,0
3.60424E-4,37.266998953,0.380472846,0.048035803,0.160714286,0
3.65877E-4,37.522002134,0.384944167,0.047339632,0.160714286,0
3.7175E-4,37.780618443,0.389724193,0.046643461,0.160714286,0
3.75985E-4,38.00568067,0.39314809,0.046046743,0.160714286,0
3.82997E-4,38.271356861,0.398774921,0.045350572,0.160714286,0
3.87954E-4,38.503271009,0.402721039,0.044753854,0.160714286,0
3.95616E-4,38.778045176,0.408769322,0.044057683,0.160714286,0
3.98427E-4,39.016546773,0.410972701,0.043460965,0.160714286,0
4.01796E-4,39.256884694,0.413602949,0.042864247,0.178571429,0
4.07054E-4,39.540371769,0.417684856,0.042168076,0.178571429,0
4.13338E-4,39.786810805,0.422525586,0.041571358,0.178571429,0
4.18973E-4,40.036920635,0.426832701,0.040974639,0.178571429,0
4.23701E-4,40.289522763,0.43042152,0.040377921,0.178571429,0
4.29056E-4,40.503070378,0.434458333,0.039880656,0.178571429,0
4.31768E-4,40.76182488,0.436492769,0.039283938,0.178571429,0
4.36018E-4,41.022572681,0.439665052,0.03868722,0.178571429,0
4.41395E-4,41.285668296,0.44365334,0.038090502,0.178571429,0
4.44432E-4,41.507341098,0.445893097,0.037593237,0.178571429,0
4.47557E-4,41.775026741,0.448188499,0.036996519,0.178571429,0
4.56116E-4,42.001701096,0.454427504,0.036499254,0.178571429,0
4.63989E-4,42.27740016,0.460103418,0.035902536,0.196428571,0
4.65912E-4,42.510074855,0.461481039,0.035405271,0.196428571,0
4.69232E-4,42.790632848,0.463850601,0.034808553,0.196428571,0
4.76885E-4,43.027292999,0.469273914,0.034311288,0.214285714,0
4.80232E-4,43.266653863,0.471628466,0.033814023,0.214285714,0
4.83665E-4,43.507605046,0.474032858,0.033316758,0.214285714,0
4.98937E-4,43.755123905,0.484595746,0.032819493,0.214285714,0
5.02605E-4,44.00555202,0.487101078,0.032322228,0.214285714,0
5.08701E-4,44.25828293,0.491238,0.031824963,0.214285714,0
5.09399E-4,44.512831764,0.491709337,0.031327698,0.214285714,0
5.1914E-4,44.769890657,0.498244719,0.030830433,0.214285714,0
5.26611E-4,45.032245277,0.503199345,0.030333168,0.214285714,0
5.31238E-4,45.297146435,0.506244212,0.029835903,0.214285714,0
5.37382E-4,45.510890056,0.51025724,0.029438091,0.214285714,0
5.42712E-4,45.781263049,0.513713175,0.028940825,0.214285714,0
5.51464E-4,46.054357107,0.519333863,0.02844356,0.232142857,0
5.52195E-4,46.275158125,0.519800348,0.028045748,0.232142857,0
5.65914E-4,46.55493841,0.528472997,0.027548483,0.232142857,0
5.70538E-4,46.782798974,0.531360342,0.027150671,0.232142857,0
5.75199E-4,47.012134311,0.534253055,0.026752859,0.232142857,0
5.80623E-4,47.301468213,0.537596883,0.026255594,0.25,0
5.88578E-4,47.535868669,0.542457414,0.025857782,0.25,0
5.94358E-4,47.772938078,0.545957196,0.02545997,0.25,0
5.99507E-4,48.011544684,0.549052719,0.025062158,0.285714286,0
6.16155E-4,48.255163469,0.558916241,0.024664346,0.285714286,0
6.25075E-4,48.504561837,0.564111818,0.024266534,0.303571429,0
6.28868E-4,48.755584469,0.566302937,0.023868722,0.303571429,0
6.31752E-4,49.007901767,0.567961024,0.02347091,0.303571429,0
6.35604E-4,49.261829884,0.570166157,0.023073098,0.303571429,0
6.47836E-4,49.519233,0.577094212,0.022675286,0.321428571,0
6.55301E-4,49.780276244,0.581267476,0.022277474,0.321428571,0
6.66189E-4,50.04597338,0.587280662,0.021879662,0.321428571,0
6.7149E-4,50.313650115,0.590176774,0.02148185,0.321428571,0
6.7576E-4,50.515823854,0.592494878,0.021183491,0.321428571,0
6.81206E-4,50.787785027,0.59543201,0.020785679,0.321428571,0
6.92787E-4,51.062491697,0.601608658,0.020387867,0.321428571,0
7.07012E-4,51.27413908,0.609066156,0.020089508,0.321428571,0
7.11378E-4,51.557811849,0.611327063,0.019691696,0.357142857,0
7.25466E-4,51.774577557,0.618533559,0.019393337,0.375,0
7.3842E-4,52.067765243,0.625041742,0.018995525,0.375,0
7.53425E-4,52.291928959,0.632441908,0.018697166,0.392857143,0
7.57259E-4,52.518422424,0.634309223,0.018398807,0.392857143,0
7.77629E-4,52.824956186,0.644072237,0.018000995,0.392857143,0
7.80048E-4,53.058678024,0.645214078,0.017702636,0.410714286,0
7.89127E-4,53.294774703,0.649467358,0.017404276,0.410714286,0
7.98299E-4,53.533610753,0.653712566,0.017105917,0.410714286,0
8.0203E-4,53.77387951,0.655424838,0.016807558,0.410714286,0
8.09084E-4,54.015617978,0.658638501,0.016509199,0.410714286,0
8.25592E-4,54.261645173,0.66604301,0.01621084,0.428571429,0
8.35554E-4,54.511345391,0.670433248,0.015912481,0.428571429,0
8.38463E-4,54.762588272,0.671704507,0.015614122,0.428571429,0
8.79749E-4,55.024630689,0.689225312,0.015315763,0.428571429,0
8.91494E-4,55.290249465,0.694036638,0.015017404,0.428571429,0
8.97327E-4,55.558909318,0.696397965,0.014719045,0.428571429,0
9.10223E-4,55.83105411,0.701554864,0.014420686,0.428571429,0
9.15315E-4,56.013886561,0.703566981,0.01422178,0.428571429,0
9.43362E-4,56.293875479,0.714408219,0.013923421,0.428571429,0
9.66998E-4,56.580795284,0.72323642,0.013625062,0.446428571,0
9.69816E-4,56.774554895,0.724270512,0.013426156,0.464285714,0
9.90212E-4,57.068555179,0.731641024,0.013127797,0.464285714,0
1.00136E-3,57.268404147,0.735586368,0.012928891,0.464285714,0
1.03421E-3,57.575184627,0.74687495,0.012630532,0.464285714,0
1.04068E-3,57.782953557,0.749042453,0.012431626,0.464285714,0
1.0593E-3,58.097791521,0.755174873,0.012133267,0.464285714,0
1.06533E-3,58.310439972,0.757128572,0.011934361,0.464285714,0
1.06738E-3,58.523885978,0.757788263,0.011735455,0.464285714,0
1.10336E-3,58.852003509,0.769092832,0.011437096,0.464285714,0
1.14354E-3,59.076695456,0.781095904,0.01123819,0.464285714,0
1.16721E-3,59.310043324,0.787870136,0.011039284,0.464285714,0
1.17874E-3,59.544952076,0.791093784,0.010840378,0.464285714,0
1.19734E-3,59.782611089,0.796194925,0.010641472,0.482142857,0
1.21192E-3,60.023943299,0.800102176,0.010442566,0.482142857,0
1.27701E-3,60.27519411,0.816661321,0.01024366,0.482142857,0
1.28634E-3,60.53182283,0.818920506,0.010044754,0.482142857,0
1.29492E-3,60.790356956,0.820972511,0.009845848,0.482142857,0
1.31701E-3,61.053734979,0.826149212,0.009646942,0.482142857,0
1.32407E-3,61.318161681,0.827772701,0.009448036,0.482142857,0
1.36109E-3,61.58963281,0.836036696,0.00924913,0.5,0
1.37513E-3,61.864491344,0.839067266,0.009050224,0.5,0
1.40377E-3,62.004868169,0.845074508,0.008950771,0.517857143,0
1.49495E-3,62.298754497,0.862747819,0.008751865,0.517857143,0
1.5572E-3,62.605860709,0.873642267,0.008552959,0.517857143,0
1.57683E-3,62.76354356,0.876894035,0.008453506,0.517857143,0
1.59505E-3,63.081978076,0.879837443,0.0082546,0.535714286,0
1.60842E-3,63.403042699,0.881952842,0.008055694,0.535714286,0
1.6138E-3,63.564423125,0.882794862,0.007956241,0.553571429,0
1.72251E-3,63.898520469,0.898554917,0.007757335,0.553571429,0
1.75831E-3,64.074351865,0.903267023,0.007657882,0.553571429,0
1.83893E-3,64.258244959,0.913091124,0.007558429,0.553571429,0
1.90787E-3,64.633237873,0.920697221,0.007359523,0.571428571,0
1.93698E-3,64.826936058,0.923705092,0.00726007,0.571428571,0
1.9377E-3,65.020706503,0.923778295,0.007160617,0.571428571,0
1.98399E-3,65.416098169,0.92832388,0.006961711,0.571428571,0
1.99822E-3,65.615920195,0.929666015,0.006862258,0.571428571,0
2.00677E-3,65.81659675,0.93045992,0.006762805,0.571428571,0
2.0203E-3,66.01862634,0.931698678,0.006663352,0.571428571,0
2.09723E-3,66.431597657,0.938333973,0.006464446,0.607142857,0
2.10341E-3,66.641938748,0.938838589,0.006364993,0.625,0
2.17541E-3,66.859479478,0.944417181,0.00626554,0.625,0
2.20009E-3,67.079488131,0.946209899,0.006166087,0.625,0
2.22412E-3,67.301899868,0.947899939,0.006066634,0.642857143,0
2.2367E-3,67.525569948,0.948763618,0.005967181,0.642857143,0
2.2564E-3,67.975392559,0.950086833,0.005768274,0.642857143,0
2.27659E-3,68.20305176,0.951408087,0.005668821,0.642857143,0
2.30403E-3,68.433455153,0.953147594,0.005569368,0.660714286,0
2.30579E-3,68.664033915,0.953256616,0.005469915,0.660714286,0
2.30731E-3,68.894764577,0.953350844,0.005370462,0.660714286,0
