X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
30.06457,0.70565,train,0.07008889255609095,56.045653465059075,0.9351581042470631
30.059999,0.7125,train,0.0994499385455994,65.99085939631136,0.9793876102622775
29.9926,0.675,train,0.126348000340946,100.0,0.9927863776265362
30.04847,0.76126,train,0.02545121012130234,31.24823628724576,0.6297014308882526
30.04,0.709,train,0.0602901841349819,42.553715218647554,0.9049476094282143
30.22694,0.78944,train,0.010263971710314705,20.546022524047746,0.330106854803656
29.98128,0.64529,train,0.11236253570523394,87.36472483542413,0.9875481328268808
