Predictor variable,Categorical,Sample average
ClimAfr02_exposure index,false,2.8223782106184623
ClimAfr03_sensitivity index,false,2.6336101343933964
bat_density,false,0.023669072429724956
bio1,false,22.074237098156566
bio12,false,1243.9859154929577
bio15,false,41.6011267917257
bio4,false,64.93311393093056
bushmeat,false,1.014084507152547
dem,false,1160.8309859154929
popdens,false,2337.009444868061
slope,false,1.323259646151687
